id,retweet_count,favorite_count
821813639212650496,3107,0
821765923262631936,1552,7877
821522889702862852,1624,7530
821421320206483457,5094,0
821407182352777218,3971,11047
821153421864615936,8,235
821149554670182400,1816,8070
821107785811234820,1957,9015
821044531881721856,2109,11873
820837357901512704,6193,0
820749716845686786,9133,29667
820690176645140481,2985,11538
820494788566847489,521,0
820446719150292993,2381,0
820314633777061888,521,3148
820078625395449857,5746,18533
820013781606658049,1077,0
819952236453363712,1077,5000
819924195358416896,4516,12179
819711362133872643,2845,12549
819588359383371776,1862,9112
819347104292290561,1110,6802
819238181065359361,376,2129
819227688460238848,6193,21690
819015337530290176,34349,0
819015331746349057,17697,0
819006400881917954,17697,42803
819004803107983360,34349,82254
818646164899774465,19315,0
818627210458333184,7016,21134
818614493328580609,2339,9261
818588835076603904,5652,0
818536468981415936,2258,10221
818307523543449600,7408,0
818259473185828864,2069,10354
818145370475810820,2354,11551
817908911860748288,735,4588
817827839487737858,24946,48318
817777686764523521,2509,10177
817536400337801217,2713,11062
817502432452313088,3121,0
817423860136083457,13496,31665
817415592588222464,884,5273
817181837579653120,7819,0
817171292965273600,1855,8262
817120970343411712,2396,11490
817056546584727552,1507,8104
816829038950027264,4365,0
816816676327063552,1882,9433
816697700272001025,2039,9195
816450570814898180,7408,28511
816336735214911488,1789,8135
816091915477250048,1974,8448
816062466425819140,941,0
816014286006976512,4848,0
815990720817401858,941,4674
815966073409433600,7819,21025
815745968457060357,3838,0
815736392542261248,2103,9254
815639385530101762,1546,7780
815390420867969024,3545,9783
814986499976527872,1183,7227
814638523311648768,2509,10629
814578408554463233,5427,0
814530161257443328,1727,8181
814153002265309185,8058,27094
813944609378369540,2936,0
813910438903693312,1722,8813
813812741911748608,12970,34462
813800681631023104,1636,7847
813217897535406080,6805,17590
813202720496779264,1698,8733
813187593374461952,4022,18733
813172488309972993,1797,8764
813157409116065792,2057,7349
813142292504645637,2230,8046
813130366689148928,417,4247
813127251579564032,2907,11165
813112105746448384,2548,9754
813096984823349248,3359,9983
813081950185472002,2580,9379
813066809284972545,1819,7512
813051746834595840,6808,19829
812781120811126785,1778,7121
812709060537683968,1345,6264
812503143955202048,1144,5710
812466873996607488,1792,7544
812372279581671427,3401,12867
811985624773361665,1302,6881
811744202451197953,1462,7122
811647686436880384,678,5290
811627233043480576,2826,12008
811386762094317568,5936,19749
810984652412424192,1323,5031
810896069567610880,1632,8483
810657578271330305,2451,10376
810284430598270976,10439,33124
810254108431155201,3144,13904
809920764300447744,3660,14717
809808892968534016,4546,0
809448704142938112,1358,6581
809220051211603969,5215,18775
809084759137812480,3272,12496
808838249661788160,2848,9604
808733504066486276,2023,7460
808501579447930884,2443,10703
808344865868283904,19315,39958
808134635716833280,5480,0
808106460588765185,2053,8354
808001312164028416,3284,11791
807621403335917568,3364,13776
807106840509214720,51287,110956
807059379405148160,6847,0
807010152071229440,3608,12403
806629075125202948,32156,70183
806620845233815552,5118,0
806576416489959424,1817,4645
806542213899489280,2207,9686
806242860592926720,10801,0
806219024703037440,1125,6108
805958939288408065,4972,0
805932879469572096,1791,7847
805826884734976000,1709,6212
805823200554876929,7412,0
805520635690676224,1544,5457
805487436403003392,2359,8303
805207613751304193,1619,7447
804738756058218496,3584,12919
804475857670639616,1879,5813
804413760345620481,2988,0
804026241225523202,14932,41848
803773340896923648,2568,9491
803692223237865472,6869,0
803638050916102144,3865,10332
803380650405482500,1758,7352
803321560782307329,4930,0
803276597545603072,2282,9486
802952499103731712,1860,8536
802624713319034886,2711,0
802600418706604034,1374,6731
802572683846291456,2341,8479
802323869084381190,5441,15268
802265048156610565,1285,6589
802239329049477120,2436,8609
802185808107208704,250,0
801958328846974976,1589,7337
801854953262350336,218,1717
801538201127157760,1943,7778
801285448605831168,770,5707
801167903437357056,5480,23063
801127390143516673,3684,0
801115127852503040,1977,7641
800859414831898624,90,644
800855607700029440,1511,0
800751577355128832,2608,10045
800513324630806528,2809,12441
800459316964663297,2046,9002
800443802682937345,3998,0
800388270626521089,2616,10550
800188575492947969,3672,0
800141422401830912,2381,14439
800018252395122689,12229,26757
799774291445383169,4341,0
799757965289017345,1993,7933
799422933579902976,1789,7656
799308762079035393,5050,0
799297110730567681,2544,9347
799063482566066176,2328,7657
798933969379225600,4128,12358
798925684722855936,1351,7136
798705661114773508,6169,0
798701998996647937,7184,0
798697898615730177,6053,0
798694562394996736,4615,0
798686750113755136,2168,0
798682547630837760,4407,0
798673117451325440,5195,0
798665375516884993,3657,0
798644042770751489,1733,0
798628517273620480,1856,0
798585098161549313,5239,0
798576900688019456,5447,0
798340744599797760,3124,0
798209839306514432,2413,9877
797971864723324932,2874,10895
797545162159308800,4595,13815
797236660651966464,6108,18840
797165961484890113,24,211
796904159865868288,8304,0
796865951799083009,1823,7276
796759840936919040,2810,11148
796563435802726400,6692,0
796484825502875648,1643,7151
796387464403357696,3865,10398
796177847564038144,13283,0
796149749086875649,13283,30345
796125600683540480,1677,4716
796116448414461957,2236,8595
796080075804475393,2153,7984
796031486298386433,3482,10224
795464331001561088,21819,46505
795400264262053889,2662,9452
795076730285391872,5067,15275
794983741416415232,3139,0
794926597468000259,2148,9628
794355576146903043,9601,0
794332329137291264,2520,9084
794205286408003585,3099,8733
793962221541933056,4546,15836
793845145112371200,1732,8728
793614319594401792,2906,0
793601777308463104,1508,7550
793500921481273345,2215,10072
793286476301799424,8543,23237
793271401113350145,2233,8218
793256262322548741,7739,18824
793241302385262592,3052,9935
793226087023144960,2697,9240
793210959003287553,2590,8433
793195938047070209,5240,14374
793180763617361921,1849,6530
793165685325201412,2613,8861
793150605191548928,1585,5825
793135492858580992,2337,6046
793120401413079041,3653,11959
792913359805018113,3688,13521
792883833364439040,3979,10659
792773781206999040,1564,6975
792394556390137856,3990,12641
792050063153438720,1659,6753
791821351946420224,19568,0
791784077045166082,8819,0
791780927877898241,3540,0
791774931465953280,20623,42533
791672322847637504,2906,11097
791406955684368384,3838,12435
791312159183634433,2353,8284
791026214425268224,3781,0
790987426131050500,1977,9266
790946055508652032,4365,15797
790723298204217344,2130,0
790698755171364864,1791,7767
790581949425475584,6597,19446
790337589677002753,1760,7395
790277117346975746,2936,11837
790227638568808452,3286,0
789986466051088384,2130,8765
789960241177853952,3800,0
789903600034189313,3861,9743
789628658055020548,1628,7050
789599242079838210,1782,6346
789530877013393408,3139,11033
789314372632018944,2123,8162
789280767834746880,4556,0
789268448748703744,2429,8622
789137962068021249,2594,9191
788908386943430656,11642,25945
788765914992902144,9601,25765
788552643979468800,6621,0
788412144018661376,4898,14649
788178268662984705,1964,6862
788150585577050112,1193,5773
788070120937619456,3194,0
788039637453406209,1214,5766
787810552592695296,2822,8110
787717603741622272,2571,9668
787397959788929025,2648,10286
787322443945877504,1618,7360
787111942498508800,6260,0
786963064373534720,7383,25158
786729988674449408,2260,0
786709082849828864,5686,17295
786664955043049472,2355,10002
786595970293370880,2893,8936
786363235746385920,3199,10234
786286427768250368,2632,7531
786233965241827333,4342,14337
786051337297522688,144,1348
786036967502913536,6464,0
785927819176054784,2967,10753
785872687017132033,1661,6314
785639753186217984,2093,7412
785533386513321988,1828,8530
785515384317313025,1154,5764
785264754247995392,1509,6879
785170936622350336,4467,11308
784826020293709826,2988,9536
784517518371221505,2350,8452
784431430411685888,1176,5424
784183165795655680,7412,18851
784057939640352768,10290,27949
783839966405230592,9975,28239
783821107061198850,1817,6939
783695101801398276,2974,9814
783466772167098368,2068,7933
783391753726550016,5058,15913
783347506784731136,5118,0
783334639985389568,10801,27340
783085703974514689,2011,7698
782969140009107456,6847,22699
782747134529531904,1306,7044
782722598790725632,4972,16205
782598640137187329,1762,7355
782305867769217024,5094,15637
782021823840026624,5688,0
781955203444699136,3121,10525
781661882474196992,2502,9826
781655249211752448,1045,3751
781524693396357120,5118,19489
781308096455073793,2370,6706
781251288990355457,1916,7884
781163403222056960,2566,9232
780931614150983680,6692,20399
780858289093574656,1851,6767
780800785462489090,1192,5165
780601303617732608,3107,11371
780543529827336192,1617,5929
780496263422808064,3398,0
780476555013349377,103,0
780459368902959104,999,4975
780192070812196864,2068,8180
780092040432480260,2116,0
780074436359819264,4543,11366
779834332596887552,6464,17654
779377524342161408,2867,8208
779124354206535695,16897,0
779056095788752897,4186,13824
778990705243029504,6616,18662
778774459159379968,9088,0
778764940568104960,337,818
778748913645780993,1200,6435
778650543019483137,1382,5399
778624900596654080,935,4324
778408200802557953,3984,12810
778396591732486144,11264,0
778383385161035776,1013,5483
778286810187399168,3042,9686
778039087836069888,2444,7951
778027034220126208,1486,6169
777953400541634568,3243,0
777885040357281792,1510,5972
777684233540206592,2711,10563
777641927919427584,3894,0
777621514455814149,2326,8182
777189768882946048,3956,13243
776819012571455488,12491,0
776813020089548800,1109,4596
776477788987613185,2541,8209
776249906839351296,8398,0
776218204058357768,14602,27937
776201521193218049,2319,8989
776113305656188928,3998,11049
776088319444877312,141,1706
775898661951791106,15424,0
775842724423557120,2448,10995
775733305207554048,3684,13008
775729183532220416,4256,12213
775364825476165632,2696,6911
775350846108426240,3608,9524
775085132600442880,4341,14560
774757898236878852,1645,8095
774639387460112384,1604,6330
774314403806253056,5050,20439
773985732834758656,3560,10106
773922284943896577,1614,6034
773704687002451968,1485,6210
773670353721753600,1217,5036
773547596996571136,5652,20716
773336787167145985,4636,0
773308824254029826,6908,21881
773247561583001600,2985,8842
773191612633579521,3779,9336
772877495989305348,3562,8012
772826264096874500,2195,7540
772615324260794368,3094,0
772581559778025472,1574,6076
772193107915964416,1278,5654
772152991789019136,1047,3569
772117678702071809,682,3532
772114945936949249,437,2569
772102971039580160,858,3758
771908950375665664,1745,6151
771770456517009408,3124,11224
771500966810099713,2406,7735
771380798096281600,4636,9869
771171053431250945,6841,0
771136648247640064,2696,8569
771102124360998913,1323,5836
771014301343748096,1532,6455
770787852854652928,1097,4600
770772759874076672,1316,4861
770655142660169732,1657,6890
770414278348247044,1917,5912
770293558247038976,1344,5824
770093767776997377,2794,0
770069151037685760,2114,7109
769940425801170949,8770,29123
769695466921623552,1547,6017
769335591808995329,7094,0
769212283578875904,1588,5058
768970937022709760,5960,13339
768909767477751808,2423,0
768855141948723200,816,3915
768609597686943744,1091,3839
768596291618299904,1183,4721
768554158521745409,5352,0
768473857036525572,3143,12710
768193404517830656,3243,10137
767884188863397888,1261,4445
767754930266464257,4930,14903
767500508068192258,2128,7008
767191397493538821,3447,11474
767122157629476866,2624,9504
766793450729734144,1245,4719
766714921925144576,344,2453
766693177336135680,727,3775
766423258543644672,1444,5606
766313316352462849,1722,6316
766078092750233600,2405,0
766069199026450432,767,3920
766008592277377025,455,3522
765719909049503744,1979,6771
765669560888528897,1126,4833
765395769549590528,3090,24997
765371061932261376,1989,6654
765222098633691136,3094,10869
764857477905154048,1640,6052
764259802650378240,1383,5610
763956972077010945,49,730
763837565564780549,3781,11702
763183847194451968,1347,5041
763167063695355904,2735,0
763103485927849985,2104,6885
762699858130116608,3286,11305
762471784394268675,5866,10466
762464539388485633,3800,9602
762316489655476224,1026,4486
762035686371364864,14197,29652
761976711479193600,1811,5015
761750502866649088,3563,0
761745352076779520,788,4000
761672994376806400,26553,46052
761599872357261312,1093,3863
761371037149827077,16541,0
761334018830917632,1330,4807
761292947749015552,994,4170
761227390836215808,1434,4975
761004547850530816,3194,10603
760893934457552897,881,3559
760656994973933572,1736,6149
760641137271070720,1181,4648
760539183865880579,3313,7043
760521673607086080,1276,3902
760290219849637889,10504,24965
760252756032651264,793,3691
760190180481531904,1638,5327
760153949710192640,29,0
759943073749200896,1918,5508
759846353224826880,1786,6259
759793422261743616,1754,5556
759557299618865152,1096,4378
759447681597108224,2260,7902
759446261539934208,453,1558
759197388317847553,1796,5677
759159934323924993,1063,0
759099523532779520,3791,13563
759047813560868866,1838,6042
758854675097526272,834,3309
758828659922702336,3533,10426
758740312047005698,1490,5351
758474966123810816,910,3542
758467244762497024,2018,4460
758405701903519748,1748,4855
758355060040593408,954,3135
758099635764359168,9088,17609
758041019896193024,337,2520
757741869644341248,3008,6389
757729163776290825,7156,0
757725642876129280,1105,4234
757611664640446465,1004,4275
757597904299253760,277,0
757596066325864448,952,4054
757400162377592832,6276,14082
757393109802180609,1574,5423
757354760399941633,1295,4188
756998049151549440,1823,5842
756939218950160384,1828,6178
756651752796094464,1187,4683
756526248105566208,3284,9673
756303284449767430,997,3674
756288534030475264,16222,41005
756275833623502848,1397,5951
755955933503782912,2610,6800
755206590534418437,4878,15233
755110668769038337,10125,19624
754874841593970688,7192,0
754856583969079297,2301,6417
754747087846248448,473,2403
754482103782404096,1782,4910
754449512966619136,667,3490
754120377874386944,2152,7352
753655901052166144,1979,5430
753420520834629632,3221,7297
753398408988139520,1716,5330
753375668877008896,2116,7108
753298634498793472,5174,0
753294487569522689,952,3110
753039830821511168,19062,34433
753026973505581056,871,3637
752932432744185856,6260,11699
752917284578922496,1435,6479
752701944171524096,2596,0
752682090207055872,1447,5572
752660715232722944,1413,4057
752568224206688256,2075,5095
752519690950500352,3137,6812
752334515931054080,1004,3577
752309394570878976,14822,0
752173152931807232,1659,5520
751950017322246144,826,2840
751937170840121344,1190,4810
751830394383790080,1771,5406
751793661361422336,2595,5368
751598357617971201,2806,7377
751583847268179968,1000,4087
751538714308972544,1143,4695
751456908746354688,918,2996
751251247299190784,5362,11683
751205363882532864,1656,5875
751132876104687617,1176,4704
750868782890057730,1238,4430
750719632563142656,4556,12195
750506206503038976,1042,4117
750429297815552001,3894,12245
750383411068534784,1036,4246
750381685133418496,25,666
750147208377409536,873,2899
750132105863102464,1171,3347
750117059602808832,1202,4031
750101899009982464,770,2830
750086836815486976,488,2015
750071704093859840,3012,7212
750056684286914561,814,2941
750041628174217216,563,2948
750026558547456000,714,2516
750011400160841729,818,2995
749996283729883136,752,2818
749981277374128128,2259,4767
749774190421639168,1201,4335
749417653287129088,1504,5647
749403093750648834,489,2427
749395845976588288,3135,7925
749317047558017024,2031,5079
749075273010798592,1873,5336
749064354620928000,1399,4484
749036806121881602,727,2871
748977405889503236,3114,9986
748932637671223296,2049,5387
748705597323898880,869,2574
748699167502000129,1448,4389
748692773788876800,1221,3945
748575535303884801,1792,5607
748568946752774144,603,2038
748346686624440324,1117,4823
748337862848962560,3712,7018
748324050481647620,685,3432
748307329658011649,649,3429
748220828303695873,7067,13091
747963614829678593,1944,5356
747933425676525569,2337,6150
747885874273214464,872,2707
747844099428986880,671,2616
747816857231626240,1051,4483
747651430853525504,143,1269
747648653817413632,5294,11907
747600769478692864,519,2161
747594051852075008,942,3406
747512671126323200,1470,5100
747461612269887489,935,3572
747439450712596480,1744,5020
747242308580548608,2614,0
747219827526344708,1431,4868
747204161125646336,825,3113
747103485104099331,3604,8847
746906459439529985,268,2711
746872823977771008,1927,5542
746818907684614144,1588,4931
746790600704425984,1454,4505
746757706116112384,3540,8794
746726898085036033,1629,5613
746542875601690625,1737,4672
746521445350707200,896,0
746507379341139972,985,4330
746369468511756288,1478,5738
746131877086527488,1984,6360
746056683365994496,735,3310
745789745784041472,959,3648
745712589599014916,2112,6470
745433870967832576,2297,6512
745422732645535745,2185,7915
745314880350101504,2462,6571
745074613265149952,3161,7234
745057283344719872,2041,6731
744995568523612160,564,2730
744971049620602880,2428,7263
744709971296780288,1425,5198
744334592493166593,1920,6317
744234799360020481,70133,143944
744223424764059648,323,1529
743980027717509120,997,3882
743895849529389061,874,3390
743835915802583040,1854,0
743609206067040256,1258,4144
743595368194129920,5919,16860
743545585370791937,856,3262
743510151680958465,3400,7383
743253157753532416,1111,3914
743222593470234624,1724,5710
743210557239623680,1231,3548
742534281772302336,3263,6525
742528092657332225,1787,4083
742465774154047488,3575,6714
742423170473463808,3398,9047
742385895052087300,1764,6264
742161199639494656,1239,3985
742150209887731712,1389,4687
741793263812808706,1380,4203
741743634094141440,2481,7516
741438259667034112,741,3399
741303864243200000,2901,8091
741099773336379392,4988,9170
741067306818797568,2794,8822
740995100998766593,2450,5793
740711788199743490,856,3137
740699697422163968,703,2643
740676976021798912,6169,16750
740373189193256964,12072,32423
740365076218183684,384,2236
740359016048689152,792,3037
740214038584557568,1776,6158
739979191639244800,5352,18419
739932936087216128,979,3739
739844404073074688,782,3509
739623569819336705,1232,3487
739606147276148736,1485,4960
739544079319588864,19143,36286
739485634323156992,2627,6568
739238157791694849,52500,106580
738891149612572673,6,89
738885046782832640,1040,3496
738883359779196928,716,3030
738537504001953792,1386,4679
738402415918125056,737,2995
738184450748633089,1102,3950
738166403467907072,3016,8032
738156290900254721,579,2271
737826014890496000,1598,4808
737800304142471168,3156,9211
737678689543020544,1189,4617
737445876994609152,4033,9395
737322739594330112,726,3312
737310737551491075,6704,13453
736736130620620800,1533,3861
736392552031657984,6621,16258
736365877722001409,1105,3643
736225175608430592,2526,7464
736010884653420544,2688,7211
735991953473572864,1030,3281
735648611367784448,1003,3719
735635087207878657,2133,5637
735274964362878976,4522,11996
735256018284875776,801,3052
735137028879360001,874,2866
734912297295085568,471,2535
734787690684657664,5727,11503
734776360183431168,486,2307
734559631394082816,353,1370
733828123016450049,714,3294
733822306246479872,920,3375
733482008106668032,849,2867
733460102733135873,1133,3855
733109485275860992,15424,49111
732732193018155009,480,2220
732726085725589504,790,3279
732585889486888962,712,3344
732375214819057664,2272,7401
732005617171337216,4848,13625
731285275100512256,897,3207
731156023742988288,1138,3534
730924654643314689,1778,5621
730573383004487680,1905,4445
730427201120833536,936,3186
730211855403241472,953,3476
730196704625098752,1697,4418
729854734790754305,1007,3700
