id,retweet_count,favorite_count
729838605770891264,338,1594
729823566028484608,1117,3637
729463711119904772,2080,5294
729113531270991872,287,1731
728986383096946689,734,2878
728760639972315136,1531,4268
728751179681943552,614,2528
728653952833728512,943,3048
728409960103686147,1817,4485
728387165835677696,874,3411
728046963732717569,1077,3918
728035342121635841,1500,4141
728015554473250816,988,3779
727685679342333952,571,2714
727644517743104000,1582,5366
727524757080539137,1077,4095
727314416056803329,670,3055
727286334147182592,743,2815
727175381690781696,1235,3582
727155742655025152,1194,3314
726935089318363137,2193,6273
726887082820554753,1361,3519
726828223124897792,911,3295
726224900189511680,1041,4066
725842289046749185,2405,6506
725786712245440512,1237,3832
725729321944506368,1601,4781
725458796924002305,553,1298
724983749226668032,1163,3424
724771698126512129,566,2140
724405726123311104,1506,4850
724049859469295616,1613,3965
724046343203856385,512,2447
724004602748780546,1387,3823
723912936180330496,1122,3577
723688335806480385,2634,7013
723673163800948736,812,2783
723179728551723008,1683,4849
722974582966214656,1426,3746
722613351520608256,1490,4571
721503162398597120,1636,4207
721001180231503872,550,2336
720785406564900865,696,2854
720775346191278080,562,2245
720415127506415616,1351,3776
720389942216527872,2250,5843
720340705894408192,872,2615
720059472081784833,1012,3545
720043174954147842,1811,4558
719991154352222208,1586,4464
719704490224398336,1289,4167
719551379208073216,1703,4633
719367763014393856,685,2597
719339463458033665,1114,4081
719332531645071360,853,3173
718971898235854848,981,3194
718939241951195136,1574,4792
718631497683582976,7184,17276
718613305783398402,424,2249
718540630683709445,919,2240
718460005985447936,474,2496
718454725339934721,1369,4490
718246886998687744,446,1756
718234618122661888,910,3553
717841801130979328,541,2268
717790033953034240,981,2629
717537687239008257,1654,5293
717428917016076293,404,1472
717421804990701568,753,2878
717047459982213120,1730,5779
717009362452090881,864,2967
716802964044845056,1046,3950
716791146589110272,1455,7724
716730379797970944,395,1132
716447146686459905,5280,11937
716439118184652801,189,2183
716285507865542656,961,2549
716080869887381504,1699,6225
715928423106027520,791,2918
715758151270801409,1278,3405
715733265223708672,1521,4268
715704790270025728,509,2552
715696743237730304,1157,3603
715680795826982913,1437,3951
715360349751484417,1406,5022
715342466308784130,620,2781
715220193576927233,582,2203
715200624753819648,1679,4733
715009755312439296,1101,3800
714982300363173890,929,3415
714962719905021952,3823,6725
714957620017307648,1273,3797
714631576617938945,891,3006
714606013974974464,823,3326
714485234495041536,1006,2442
714258258790387713,666,2811
714251586676113411,757,3017
714214115368108032,796,2109
714141408463036416,1275,3990
713919462244790272,719,3029
713909862279876608,482,1742
713900603437621249,655,2605
713761197720473600,1233,4444
713411074226274305,1180,4080
713177543487135744,2583,6625
713175907180089344,1325,4075
712809025985978368,6053,17483
712717840512598017,4489,11280
712668654853337088,1095,3816
712438159032893441,1408,4893
712309440758808576,24,220
712097430750289920,928,3445
712092745624633345,806,2699
712085617388212225,433,3003
712065007010385924,564,2066
711998809858043904,120,0
711968124745228288,2080,7390
711743778164514816,905,2606
711732680602345472,3674,8049
711694788429553666,16541,30168
711652651650457602,819,3536
711363825979756544,1013,3310
711306686208872448,674,3041
711008018775851008,555,2736
710997087345876993,1254,4198
710844581445812225,608,2348
710833117892898816,475,2460
710658690886586372,511,2130
710609963652087808,2149,4414
710588934686908417,1690,4167
710296729921429505,667,2190
710283270106132480,478,1985
710272297844797440,1136,4136
710269109699739648,1009,2189
710153181850935296,807,2673
710140971284037632,798,2508
710117014656950272,1775,5010
709918798883774466,991,3219
709901256215666688,92,605
709852847387627521,1083,3220
709566166965075968,1069,3246
709556954897764353,972,3010
709519240576036864,219,1383
709449600415961088,516,2019
709409458133323776,616,2417
709225125749587968,520,2200
709207347839836162,5158,11369
709198395643068416,587,2262
709179584944730112,605,1847
709158332880297985,362,1872
709042156699303936,1472,4314
708853462201716736,591,1665
708845821941387268,799,2734
708834316713893888,448,1549
708810915978854401,6229,15179
708738143638450176,736,2528
708711088997666817,637,2331
708479650088034305,616,2336
708469915515297792,729,2839
708400866336894977,9017,14602
708356463048204288,1193,3292
708349470027751425,675,2184
708149363256774660,1406,3974
708130923141795840,781,3089
708119489313951744,893,2467
708109389455101952,498,1791
708026248782585858,1742,4054
707995814724026368,1008,2859
707983188426153984,2,45
707969809498152960,864,2483
707776935007539200,869,3001
707741517457260545,550,2281
707738799544082433,2193,3720
707693576495472641,915,3112
707629649552134146,780,2350
707610948723478529,5688,15532
707420581654872064,629,2062
707411934438625280,542,2108
707387676719185920,1140,3198
707377100785885184,973,2998
707315916783140866,575,2279
707297311098011648,707,2573
707059547140169728,617,2392
707038192327901184,715,2013
707021089608753152,1220,3720
707014260413456384,537,2107
706904523814649856,7094,13381
706901761596989440,520,1875
706681918348251136,886,3017
706644897839910912,979,2342
706593038911545345,577,1978
706538006853918722,1283,3181
706516534877929472,927,2867
706346369204748288,838,3159
706310011488698368,7101,19459
706291001778950144,434,1563
706265994973601792,847,2509
706169069255446529,2000,3574
706166467411222528,1442,4706
706153300320784384,343,1352
705975130514706432,658,2848
705970349788291072,791,2912
705898680587526145,493,2174
705786532653883392,465,1787
705591895322394625,1018,2895
705475953783398401,820,2730
705442520700944385,1455,4049
705428427625635840,1514,3494
705239209544720384,674,2761
705223444686888960,710,2366
705102439679201280,472,1951
705066031337840642,554,2007
704871453724954624,1009,3946
704859558691414016,473,2062
704847917308362754,1358,4678
704819833553219584,893,2437
704761120771465216,2614,6107
704499785726889984,897,2647
704491224099647488,70,689
704480331685040129,975,3137
704364645503647744,3216,7302
704347321748819968,311,1441
704134088924532736,409,1379
704113298707505153,518,1707
704054845121142784,838,2678
703774238772166656,403,1697
703769065844768768,1015,2999
703631701117943808,597,2355
703611486317502464,1372,3534
703425003149250560,1215,3487
703407252292673536,623,2251
703382836347330562,1023,3205
703356393781329922,343,1759
703268521220972544,494,1821
703079050210877440,2789,6785
703041949650034688,11264,24251
702932127499816960,648,2361
702899151802126337,409,1478
702684942141153280,962,2963
702671118226825216,505,2011
702598099714314240,3116,11295
702539513671897089,862,2630
702332542343577600,1378,2923
702321140488925184,948,3013
702276748847800320,694,2278
702217446468493312,1219,4378
701981390485725185,885,3144
701952816642965504,924,3533
701889187134500865,1251,3237
701805642395348998,1501,3106
701601587219795968,415,1920
701570477911896070,838,2570
701545186879471618,548,2448
701214700881756160,4615,11229
700890391244103680,509,2031
700864154249383937,554,2389
700847567345688576,449,2260
700796979434098688,854,2244
700747788515020802,8398,20954
700518061187723268,719,2385
700505138482569216,520,2097
700462010979500032,1621,3774
700167517596164096,651,2421
700151421916807169,603,2049
700143752053182464,2423,6895
700062718104104960,608,2441
700029284593901568,527,1908
700002074055016451,1195,3020
699801817392291840,844,2766
699788877217865730,467,2050
699779630832685056,1102,2494
699775878809702401,536,1799
699691744225525762,4138,9418
699446877801091073,2384,5483
699434518667751424,464,2017
699423671849451520,287,1247
699413908797464576,568,1924
699370870310113280,388,1740
699323444782047232,783,2883
699088579889332224,557,2071
699079609774645248,569,2248
699072405256409088,1072,2702
699060279947165696,1610,3413
699036661657767936,1086,2394
698989035503689728,873,3066
698953797952008193,822,2474
698907974262222848,549,2331
698710712454139905,615,2259
698703483621523456,333,1320
698635131305795584,309,1194
698549713696649216,558,2145
698355670425473025,394,1697
698342080612007937,867,2071
698262614669991936,1787,4379
698195409219559425,5427,15469
698178924120031232,672,2579
697995514407682048,303,1405
697990423684476929,1167,3006
697943111201378304,605,2191
697881462549430272,1052,2771
697630435728322560,496,1592
697616773278015490,917,2884
697596423848730625,1129,2760
697575480820686848,451,1875
697516214579523584,985,1865
697482927769255936,597,2225
697463031882764288,1265,3155
697270446429966336,1708,4336
697259378236399616,896,3027
697255105972801536,1052,2838
697242256848379904,615,2320
696900204696625153,932,2909
696894894812565505,613,2161
696886256886657024,1621,4432
696877980375769088,635,2254
696754882863349760,327,1363
696744641916489729,830,1885
696713835009417216,583,2167
696518437233913856,1559,3620
696490539101908992,127,1129
696488710901260288,925,2299
696405997980676096,1048,2916
696100768806522880,583,1769
695816827381944320,1050,2752
695794761660297217,703,2913
695767669421768709,663,1705
695629776980148225,1886,4174
695446424020918272,1644,4079
695409464418041856,3225,7959
695314793360662529,1293,3320
695095422348574720,546,2448
695074328191332352,985,2599
695064344191721472,527,1472
695051054296211456,715,2426
694925794720792577,815,2486
694905863685980160,831,2527
694669722378485760,13016,32897
694356675654983680,250,1383
694352839993344000,538,1873
694342028726001664,431,1453
694329668942569472,449,1814
694206574471057408,1842,3802
694183373896572928,840,2693
694001791655137281,921,3127
693993230313091072,356,1724
693942351086120961,327,1617
693647888581312512,516,2466
693644216740769793,115,1261
693642232151285760,375,2340
693629975228977152,719,2255
693622659251335168,336,1415
693590843962331137,1773,4640
693582294167244802,222,1513
693486665285931008,563,1622
693280720173801472,1116,3078
693267061318012928,730,2194
693262851218264065,450,2037
693231807727280129,666,2642
693155686491000832,2883,7233
693109034023534592,548,1554
693095443459342336,401,1692
692919143163629568,691,2492
692905862751522816,785,2228
692901601640583168,533,1607
692894228850999298,713,2071
692828166163931137,793,2649
692752401762250755,3289,6256
692568918515392513,1388,4019
692535307825213440,1227,2892
692530551048294401,366,1692
692423280028966913,195,1362
692417313023332352,3121,8618
692187005137076224,741,2330
692158366030913536,717,1962
692142790915014657,352,1505
692041934689402880,1127,3111
692017291282812928,866,2661
691820333922455552,1485,3629
691793053716221953,3811,7462
691756958957883396,881,2591
691675652215414786,458,1791
691483041324204033,499,2187
691459709405118465,1013,3715
691444869282295808,747,2425
691416866452082688,6869,17768
691321916024623104,595,2368
691096613310316544,792,2751
691090071332753408,305,1602
690989312272396288,2603,5425
690959652130045952,1110,3301
690938899477221376,1738,3757
690932576555528194,900,3016
690735892932222976,1144,3477
690728923253055490,465,1991
690690673629138944,743,2140
690649993829576704,245,1195
690607260360429569,14,279
690597161306841088,546,1780
690400367696297985,406,1739
690374419777196032,759,2962
690360449368465409,787,2441
690348396616552449,460,1365
690248561355657216,369,1535
690021994562220032,915,2571
690015576308211712,656,2290
690005060500217858,1532,3363
689999384604450816,328,1302
689993469801164801,402,1346
689977555533848577,405,1261
689905486972461056,618,2254
689877686181715968,1038,2787
689835978131935233,687,2010
689661964914655233,850,2988
689659372465688576,3454,9495
689623661272240129,577,2032
689599056876867584,4996,10708
689557536375177216,401,1893
689517482558820352,1292,3115
689289219123089408,843,2064
689283819090870273,997,3004
689280876073582592,638,1817
689275259254616065,223,1049
689255633275777024,967,2335
689154315265683456,893,2850
689143371370250240,453,1858
688916208532455424,771,2487
688908934925697024,705,1935
688898160958271489,708,1914
688894073864884227,617,2054
688828561667567616,320,1272
688804835492233216,167,885
688789766343622656,602,2042
688547210804498433,624,2390
688519176466644993,655,2143
688385280030670848,4067,8485
688211956440801280,749,2071
688179443353796608,526,1973
688116655151435777,694,2601
688064179421470721,320,1591
687841446767013888,2236,5000
687826841265172480,1004,2509
687818504314159109,860,2275
687807801670897665,654,2196
687732144991551489,590,1611
687704180304273409,764,2234
687664829264453632,468,1796
687494652870668288,525,1752
687480748861947905,221,1470
687476254459715584,478,1822
687460506001633280,490,1902
687399393394311168,550,1740
687317306314240000,8304,18578
687312378585812992,1723,3993
687127927494963200,2041,4952
687124485711986689,459,2013
687109925361856513,2221,5344
687102708889812993,868,2161
687096057537363968,549,2074
686947101016735744,2894,7958
686760001961103360,1252,3230
686749460672679938,1310,3191
686730991906516992,1087,3782
686683045143953408,728,2603
686618349602762752,1234,3398
686606069955735556,489,1743
686394059078897668,628,1584
686386521809772549,789,2996
686377065986265092,513,2038
686358356425093120,593,1991
686286779679375361,1517,3699
686050296934563840,664,2063
686035780142297088,103,1056
686034024800862208,1030,2826
686007916130873345,360,2269
686003207160610816,560,1674
685973236358713344,474,1929
685943807276412928,531,1494
685906723014619143,2579,6874
685681090388975616,110,1879
685667379192414208,506,2180
685663452032069632,1326,2958
685641971164143616,693,2681
685547936038666240,14039,30226
685532292383666176,1042,2801
685325112850124800,3563,8644
685321586178670592,576,2434
685315239903100929,939,3013
685307451701334016,394,1916
685268753634967552,1069,2826
685198997565345792,588,2130
685169283572338688,1268,3761
684969860808454144,326,2213
684959798585110529,2799,6268
684940049151070208,942,2952
684926975086034944,417,3202
684914660081053696,1316,3205
684902183876321280,462,1713
684880619965411328,722,1918
684830982659280897,19568,32196
684800227459624960,898,2507
684594889858887680,3159,8147
684588130326986752,1272,3793
684567543613382656,1097,2746
684538444857667585,850,2426
684481074559381504,1068,3550
684460069371654144,500,1810
684241637099323392,2929,7444
684225744407494656,183,1134
684222868335505415,1231,3498
684200372118904832,941,1974
684195085588783105,451,1754
684188786104872960,1043,3202
684177701129875456,589,1860
684147889187209216,1359,2729
684122891630342144,425,1853
684097758874210310,1292,3773
683857920510050305,1013,3497
683852578183077888,315,1785
683849932751646720,849,2400
683834909291606017,1015,2403
683828599284170753,967,2575
683773439333797890,1215,3060
683742671509258241,2986,5950
683515932363329536,2596,6765
683498322573824003,871,2919
683481228088049664,900,2437
683462770029932544,619,2233
683449695444799489,1451,3563
683391852557561860,2168,7016
683357973142474752,819,2656
683142553609318400,929,2638
683111407806746624,813,3128
683098815881154561,586,1991
683078886620553216,516,1849
683030066213818368,665,1989
682962037429899265,14782,33612
682808988178739200,153,1624
682788441537560576,1014,2276
682750546109968385,397,1394
682697186228989953,332,1210
682662431982772225,979,2803
682638830361513985,533,1896
682429480204398592,1038,3169
682406705142087680,1580,6938
682393905736888321,592,2058
682389078323662849,422,1533
682303737705140231,879,2809
682259524040966145,1071,3789
682242692827447297,1034,2952
682088079302213632,8819,16697
682059653698686977,1521,4524
682047327939461121,843,2939
682032003584274432,1780,6026
682003177596559360,1361,2841
681981167097122816,915,2587
681891461017812993,742,2265
681694085539872773,3672,11770
681679526984871937,398,1627
681654059175129088,817,2408
681610798867845120,415,1725
681579835668455424,1172,3235
681523177663676416,5174,13101
681340665377193984,244,1512
681339448655802368,3684,8525
681320187870711809,669,2401
681302363064414209,1616,3583
681297372102656000,849,2945
681281657291280384,989,2952
681261549936340994,235,1329
681242418453299201,468,1353
681231109724700672,432,2223
681193455364796417,1329,3397
680970795137544192,580,2200
680959110691590145,1807,4196
680940246314430465,932,2910
680934982542561280,390,1902
680913438424612864,562,2195
680889648562991104,321,1605
680836378243002368,1178,3168
680805554198020098,606,1963
680801747103793152,738,2178
680798457301471234,935,2592
680609293079592961,621,2400
680583894916304897,1182,3287
680497766108381184,1724,3865
680494726643068929,435,1567
680473011644985345,662,2337
680440374763077632,436,1316
680221482581123072,259,1353
680206703334408192,1036,2574
680191257256136705,437,1968
680176173301628928,1386,3537
680161097740095489,666,2133
680145970311643136,1547,3293
680130881361686529,850,2103
680115823365742593,820,2485
680100725817409536,1239,3288
680085611152338944,8097,11680
680070545539371008,771,2378
679877062409191424,574,1780
679872969355714560,594,2004
679862121895714818,551,2238
679854723806179328,1093,2602
679844490799091713,680,2176
679828447187857408,12491,32959
679777920601223168,986,2846
679736210798047232,712,1902
679729593985699840,744,1982
679722016581222400,424,1531
679530280114372609,1869,4348
679527802031484928,644,2413
679511351870550016,1137,3053
679503373272485890,1326,2895
679475951516934144,573,1908
679462823135686656,16897,29243
679405845277462528,1066,2147
679158373988876288,7192,19316
679148763231985668,916,2543
679132435750195208,1031,2684
679111216690831360,2295,5399
679062614270468097,7156,15416
679047485189439488,583,2050
679001094530465792,1087,2581
678991772295516161,1012,2056
678969228704284672,406,1497
678800283649069056,815,2345
678798276842360832,1019,3153
678774928607469569,814,2559
678767140346941444,1218,3207
678764513869611008,412,1473
678755239630127104,2912,6453
678740035362037760,1477,3382
678708137298427904,2170,5101
678675843183484930,1307,2590
678643457146150913,359,1874
678446151570427904,1363,3643
678424312106393600,2258,4975
678410210315247616,1600,3810
678399652199309312,28401,73082
678396796259975168,372,1448
678389028614488064,379,1707
678380236862578688,818,2225
678341075375947776,471,1567
678334497360859136,222,1178
678278586130948096,5460,10367
678255464182861824,326,1444
678023323247357953,340,1736
678021115718029313,5585,12296
677961670166224897,1516,3121
677918531514703872,362,1214
677895101218201600,1830,4373
677716515794329600,869,2775
677700003327029250,1279,3096
677698403548192770,285,1117
677687604918272002,748,2246
677673981332312066,1337,3020
677662372920729601,838,1769
677644091929329666,723,1703
677573743309385728,594,1924
677565715327688705,409,1187
677557565589463040,1008,2208
677547928504967168,3279,6284
677530072887205888,203,963
677335745548390400,1543,2746
677334615166730240,249,1219
677331501395156992,207,983
677328882937298944,1332,3320
677314812125323265,468,1491
677301033169788928,354,1108
677269281705472000,633,1786
677228873407442944,1453,3196
677187300187611136,804,2473
676975532580409345,945,2516
676957860086095872,718,2016
676949632774234114,347,1177
676948236477857792,770,1950
676946864479084545,325,1571
676942428000112642,664,1866
676936541936185344,4407,11567
676916996760600576,1608,2683
676897532954456065,646,2046
676864501615042560,620,1881
676821958043033607,13694,20599
676819651066732545,598,1651
676811746707918848,377,1301
676776431406465024,1792,4496
676617503762681856,851,2604
676613908052996102,174,982
676606785097199616,385,1717
676603393314578432,337,1029
676593408224403456,1878,4114
676590572941893632,109,837
676588346097852417,693,2075
676582956622721024,251,1071
676575501977128964,981,2318
676533798876651520,487,1692
676496375194980353,467,1370
676470639084101634,4149,10523
676440007570247681,585,1555
676430933382295552,302,1261
676263575653122048,483,1886
676237365392908289,248,1085
676219687039057920,27585,70531
676215927814406144,516,1565
676191832485810177,914,2049
676146341966438401,583,1746
676121918416756736,1021,1954
676101918813499392,1045,2574
676098748976615425,1242,2668
676089483918516224,388,1175
675898130735476737,505,1438
675891555769696257,759,1913
675888385639251968,835,2111
675878199931371520,1233,3770
675870721063669760,496,1460
675853064436391936,1129,2413
675849018447167488,123,862
675845657354215424,773,2039
675822767435051008,474,1380
675820929667219457,205,954
675798442703122432,3034,9282
675781562965868544,417,1451
675740360753160193,294,1054
675710890956750848,715,1680
675707330206547968,594,1780
675706639471788032,84,581
675534494439489536,360,1656
675531475945709568,329,1065
675522403582218240,249,936
675517828909424640,406,1143
675501075957489664,5195,15481
675497103322386432,1126,2809
675489971617296384,526,1145
675483430902214656,849,1653
675432746517426176,500,1354
675372240448454658,451,1523
675362609739206656,192,938
675354435921575936,14822,29348
675349384339542016,1990,3518
675334060156301312,1125,2477
675166823650848770,1377,3153
675153376133427200,2249,5567
675149409102012420,1493,3338
675147105808306176,196,840
675146535592706048,254,1050
675145476954566656,777,1906
675135153782571009,409,1158
675113801096802304,684,1728
675111688094527488,212,865
675109292475830276,993,2509
675047298674663426,273,924
675015141583413248,1028,2404
675006312288268288,200,871
675003128568291329,405,1384
674999807681908736,950,1987
674805413498527744,315,757
674800520222154752,744,2681
674793399141146624,950,2214
674790488185167872,216,981
674788554665512960,181,717
674781762103414784,1040,1798
674774481756377088,405,977
674767892831932416,688,1622
674764817387900928,200,698
674754018082705410,382,1227
674752233200820224,398,1306
674743008475090944,461,1258
674742531037511680,44,431
674739953134403584,326,966
674737130913071104,80,578
674690135443775488,409,1020
674670581682434048,563,1440
674664755118911488,203,808
674646392044941312,427,1275
674644256330530816,239,922
674638615994089473,509,1510
674632714662858753,497,1335
674606911342424069,86,835
674468880899788800,1768,5530
674447403907457024,314,952
674436901579923456,343,986
674422304705744896,463,1280
674416750885273600,114,609
674410619106390016,398,1066
674394782723014656,487,1333
674372068062928900,279,765
674330906434379776,64,501
674318007229923329,447,1247
674307341513269249,6000,10086
674291837063053312,5118,13123
674271431610523648,640,1390
674269164442398721,201,821
674265582246694913,724,1454
674262580978937856,380,1175
674255168825880576,463,1294
674082852460433408,144,678
674075285688614912,245,886
674063288070742018,1902,5696
674053186244734976,1121,2936
674051556661161984,428,1288
674045139690631169,562,1265
674042553264685056,109,634
674038233588723717,366,975
674036086168010753,180,759
674024893172875264,1080,1579
674019345211760640,264,1009
674014384960745472,557,1382
674008982932058114,298,1081
673956914389192708,832,1740
673919437611909120,325,1055
673906403526995968,1426,2835
673887867907739649,220,838
673716320723169284,667,2773
673715861853720576,1800,3149
673711475735838725,263,935
673709992831262724,234,744
673708611235921920,253,949
673707060090052608,345,985
673705679337693185,357,1123
673700254269775872,498,1280
673697980713705472,1684,3487
673689733134946305,566,1534
673688752737402881,436,1122
673686845050527744,374,1270
673680198160809984,414,1225
673662677122719744,326,1125
673656262056419329,198,649
673636718965334016,307,992
673612854080196609,629,1420
673583129559498752,312,1059
673580926094458881,237,731
673576835670777856,485,1223
673363615379013632,266,928
673359818736984064,590,1281
673355879178194945,489,1332
673352124999274496,471,1489
673350198937153538,183,680
673345638550134785,1096,2222
673343217010679808,234,853
673342308415348736,490,1122
673320132811366400,6841,11908
673317986296586240,215,774
673295268553605120,2735,6698
673270968295534593,311,952
673240798075449344,613,1269
673213039743795200,723,1962
673148804208660480,547,1485
672997845381865473,629,1746
672995267319328768,250,842
672988786805112832,253,873
672984142909456390,468,1115
672980819271634944,883,1622
672975131468300288,773,1491
672970152493887488,301,834
672968025906282496,465,1179
672964561327235073,553,1261
672902681409806336,422,1230
672898206762672129,360,792
672884426393653248,721,1365
672877615439593473,297,906
672834301050937345,501,1152
672828477930868736,415,1109
672640509974827008,270,873
672622327801233409,418,1147
672614745925664768,509,1083
672609152938721280,335,962
672604026190569472,334,963
672594978741354496,527,1171
672591762242805761,281,840
672591271085670400,156,638
672538107540070400,315,895
672523490734551040,146,551
672488522314567680,371,989
672482722825261057,517,988
672481316919734272,110,637
672475084225949696,604,1290
672466075045466113,445,1188
672272411274932228,2915,5690
672267570918129665,532,1308
672264251789176834,283,1009
672256522047614977,1321,2501
672254177670729728,644,1269
672248013293752320,518,1524
672245253877968896,129,605
672239279297454080,275,803
672231046314901505,876,1611
672222792075620352,175,699
672205392827572224,1000,1974
672169685991993344,317,910
672160042234327040,303,766
672139350159835138,590,1532
672125275208069120,983,2109
672095186491711488,327,873
672082170312290304,318,836
672068090318987265,439,1131
671896809300709376,3657,7581
671891728106971137,478,1170
671882082306625538,1199,3086
671879137494245376,569,1241
671874878652489728,477,1103
671866342182637568,414,992
671855973984772097,369,788
671789708968640512,2984,6292
671768281401958400,429,1044
671763349865160704,767,1485
671744970634719232,656,1197
671743150407421952,200,673
671735591348891648,649,1281
671729906628341761,3775,7465
671561002136281088,6279,11334
671550332464455680,183,809
671547767500775424,495,1202
671544874165002241,888,1723
671542985629241344,481,966
671538301157904385,333,837
671536543010570240,342,1036
671533943490011136,493,896
671528761649688577,214,735
671520732782923777,451,1214
671518598289059840,250,828
671511350426865664,603,1417
671504605491109889,3106,6211
671497587707535361,384,823
671488513339211776,411,881
671486386088865792,171,507
671485057807351808,195,673
671390180817915904,648,1275
671362598324076544,257,974
671357843010908160,133,351
671355857343524864,104,419
671347597085433856,368,830
671186162933985280,176,637
671182547775299584,281,976
671166507850801152,301,774
671163268581498880,962,1450
671159727754231808,68,314
671154572044468225,185,625
671151324042559489,126,588
671147085991960577,191,582
671141549288370177,569,1016
671138694582165504,340,817
671134062904504320,162,653
671122204919246848,2174,3070
671115716440031232,668,1209
671109016219725825,377,999
670995969505435648,241,963
670842764863651840,7538,21981
670840546554966016,165,521
670838202509447168,596,977
670833812859932673,109,380
670832455012716544,183,641
670826280409919488,3483,4850
670823764196741120,159,672
670822709593571328,83,543
670815497391357952,1308,2768
670811965569282048,229,979
670807719151067136,424,1050
670804601705242624,814,1727
670803562457407488,77,301
670797304698376195,202,657
670792680469889025,236,731
670789397210615808,210,581
670786190031921152,168,527
670783437142401025,329,719
670782429121134593,651,1342
670780561024270336,248,699
670778058496974848,62,295
670764103623966721,370,951
670755717859713024,87,392
670733412878163972,446,846
670727704916926465,312,734
670717338665226240,415,1048
670704688707301377,317,686
670691627984359425,207,516
670679630144274432,240,661
670676092097810432,35,214
670668383499735048,4289,9401
670474236058800128,628,1329
670468609693655041,77,314
670465786746662913,465,852
670452855871037440,174,489
670449342516494336,565,1071
670444955656130560,1733,6027
670442337873600512,175,578
670435821946826752,433,934
670434127938719744,559,1254
670433248821026816,100,295
670428280563085312,519,1221
670427002554466305,141,460
670421925039075328,549,1135
670420569653809152,265,537
670417414769758208,280,499
670411370698022913,764,1787
670408998013820928,186,485
670403879788544000,128,374
670385711116361728,172,488
670374371102445568,236,669
670361874861563904,55,288
670338931251150849,96,371
670319130621435904,1063,3458
670303360680108032,107,382
670290420111441920,249,620
670093938074779648,275,905
670086499208155136,217,619
670079681849372674,1054,1950
670073503555706880,677,1379
670069087419133954,205,549
670061506722140161,289,665
670055038660800512,279,591
670046952931721218,150,575
670040295598354432,96,655
670037189829525505,240,527
670003130994700288,77,294
669993076832759809,70,282
669972011175813120,132,391
669970042633789440,43,270
669942763794931712,131,443
669926384437997569,81,337
669923323644657664,50,201
669753178989142016,339,702
669749430875258880,55,227
669684865554620416,74,446
669683899023405056,93,336
669682095984410625,115,310
669680153564442624,241,580
669661792646373376,363,711
669625907762618368,1557,3099
669603084620980224,316,844
669597912108789760,131,447
669583744538451968,796,1314
669573570759163904,119,387
669571471778410496,877,1399
669567591774625800,45,201
669564461267722241,104,335
669393256313184256,62,313
669375718304980992,625,1166
669371483794317312,147,433
669367896104181761,129,404
669363888236994561,200,556
669359674819481600,103,329
669354382627049472,1084,2369
669353438988365824,224,562
669351434509529089,153,375
669328503091937280,363,903
669327207240699904,101,493
669324657376567296,182,439
669216679721873412,346,1051
669214165781868544,135,384
669203728096960512,406,883
669037058363662336,262,571
669015743032369152,321,647
669006782128353280,209,510
669000397445533696,5490,18606
668994913074286592,186,389
668992363537309700,292,657
668989615043424256,288,594
668988183816871936,389,797
668986018524233728,139,477
668981893510119424,257,478
668979806671884288,289,701
668975677807423489,495,1148
668967877119254528,18,127
668960084974809088,209,617
668955713004314625,63,240
668932921458302977,50,227
668902994700836864,87,276
668892474547511297,126,352
668872652652679168,265,475
668852170888998912,139,409
668826086256599040,112,381
668815180734689280,224,487
668779399630725120,322,627
668655139528511488,187,470
668645506898350081,456,770
668643542311546881,444,781
668641109086707712,464,942
668636665813057536,434,915
668633411083464705,1372,2450
668631377374486528,278,616
668627278264475648,96,281
668625577880875008,110,326
668623201287675904,649,1241
668620235289837568,35,180
668614819948453888,270,542
668587383441514497,918,1468
668567822092664832,46,204
668544745690562560,197,453
668542336805281792,179,403
668537837512433665,61,226
668528771708952576,188,400
668507509523615744,87,276
668496999348633600,114,356
668484198282485761,206,370
668480044826800133,126,393
668466899341221888,438,766
668297328638447616,254,553
668291999406125056,28,213
668286279830867968,116,434
668274247790391296,194,715
668268907921326080,205,482
668256321989451776,515,1145
668248472370458624,406,837
668237644992782336,2405,5410
668226093875376128,85,245
668221241640230912,168,452
668204964695683073,170,485
668190681446379520,171,572
668171859951755264,161,424
668154635664932864,272,438
668142349051129856,238,508
668113020489474048,207,576
667937095915278337,686,1105
667924896115245057,95,264
667915453470232577,46,184
667911425562669056,245,429
667902449697558528,331,753
667886921285246976,906,1638
667885044254572545,397,726
667878741721415682,100,346
667873844930215936,338,549
667866724293877760,896,2703
667861340749471744,69,221
667832474953625600,54,254
667806454573760512,415,924
667801013445750784,80,281
667793409583771648,285,603
667782464991965184,210,361
667773195014021121,44,203
667766675769573376,185,370
667728196545200128,125,323
667724302356258817,264,422
667550904950915073,28,0
667550882905632768,25,0
667549055577362432,1937,5079
667546741521195010,106,303
667544320556335104,455,757
667538891197542400,58,175
667534815156183040,442,713
667530908589760512,206,411
667524857454854144,961,1493
667517642048163840,165,330
667509364010450944,1856,6024
667502640335572993,192,484
667495797102141441,231,458
667491009379606528,187,456
667470559035432960,85,225
667455448082227200,53,170
667453023279554560,73,279
667443425659232256,484,680
667437278097252352,197,395
667435689202614272,76,267
667405339315146752,194,409
667393430834667520,50,168
667369227918143488,142,328
667211855547486208,209,425
667200525029539841,227,540
667192066997374976,86,332
667188689915760640,328,640
667182792070062081,5239,12473
667177989038297088,48,164
667176164155375616,384,523
667174963120574464,69,218
